stem,filename,label,tissue,local_cluster_label,group_id
colonca3139,colonca3139.jpeg,colon_aca,colon,81,81
colonca3255,colonca3255.jpeg,colon_aca,colon,81,81
colonca3846,colonca3846.jpeg,colon_aca,colon,81,81
colonca4434,colonca4434.jpeg,colon_aca,colon,81,81
colonca4852,colonca4852.jpeg,colon_aca,colon,81,81
colonca4967,colonca4967.jpeg,colon_aca,colon,81,81
colonca60,colonca60.jpeg,colon_aca,colon,81,81
colonca896,colonca896.jpeg,colon_aca,colon,81,81
colonca897,colonca897.jpeg,colon_aca,colon,81,81
colonca105,colonca105.jpeg,colon_aca,colon,82,82
colonca1170,colonca1170.jpeg,colon_aca,colon,82,82
colonca1882,colonca1882.jpeg,colon_aca,colon,82,82
colonca2295,colonca2295.jpeg,colon_aca,colon,82,82
colonca2296,colonca2296.jpeg,colon_aca,colon,82,82
colonca2538,colonca2538.jpeg,colon_aca,colon,82,82
colonca2943,colonca2943.jpeg,colon_aca,colon,82,82
colonca3358,colonca3358.jpeg,colon_aca,colon,82,82
colonca3477,colonca3477.jpeg,colon_aca,colon,82,82
colonca3715,colonca3715.jpeg,colon_aca,colon,82,82
colonca4014,colonca4014.jpeg,colon_aca,colon,82,82
colonca4473,colonca4473.jpeg,colon_aca,colon,82,82
colonca4474,colonca4474.jpeg,colon_aca,colon,82,82
colonca4944,colonca4944.jpeg,colon_aca,colon,82,82
colonca4945,colonca4945.jpeg,colon_aca,colon,82,82
colonca8,colonca8.jpeg,colon_aca,colon,82,82
colonca932,colonca932.jpeg,colon_aca,colon,82,82
colonca992,colonca992.jpeg,colon_aca,colon,82,82
colonca1098,colonca1098.jpeg,colon_aca,colon,83,83
colonca2115,colonca2115.jpeg,colon_aca,colon,83,83
colonca2464,colonca2464.jpeg,colon_aca,colon,83,83
colonca2526,colonca2526.jpeg,colon_aca,colon,83,83
colonca3280,colonca3280.jpeg,colon_aca,colon,83,83
colonca3468,colonca3468.jpeg,colon_aca,colon,83,83
colonca3703,colonca3703.jpeg,colon_aca,colon,83,83
colonca3877,colonca3877.jpeg,colon_aca,colon,83,83
colonca3940,colonca3940.jpeg,colon_aca,colon,83,83
colonca508,colonca508.jpeg,colon_aca,colon,83,83
colonca686,colonca686.jpeg,colon_aca,colon,83,83
colonca758,colonca758.jpeg,colon_aca,colon,83,83
colonca810,colonca810.jpeg,colon_aca,colon,83,83
colonca1096,colonca1096.jpeg,colon_aca,colon,84,84
colonca1153,colonca1153.jpeg,colon_aca,colon,84,84
colonca1447,colonca1447.jpeg,colon_aca,colon,84,84
colonca145,colonca145.jpeg,colon_aca,colon,84,84
colonca1571,colonca1571.jpeg,colon_aca,colon,84,84
colonca1863,colonca1863.jpeg,colon_aca,colon,84,84
colonca1926,colonca1926.jpeg,colon_aca,colon,84,84
colonca201,colonca201.jpeg,colon_aca,colon,84,84
colonca202,colonca202.jpeg,colon_aca,colon,84,84
colonca2277,colonca2277.jpeg,colon_aca,colon,84,84
colonca2461,colonca2461.jpeg,colon_aca,colon,84,84
colonca2641,colonca2641.jpeg,colon_aca,colon,84,84
colonca2759,colonca2759.jpeg,colon_aca,colon,84,84
colonca2991,colonca2991.jpeg,colon_aca,colon,84,84
colonca3049,colonca3049.jpeg,colon_aca,colon,84,84
colonca3110,colonca3110.jpeg,colon_aca,colon,84,84
colonca3111,colonca3111.jpeg,colon_aca,colon,84,84
colonca33,colonca33.jpeg,colon_aca,colon,84,84
colonca3462,colonca3462.jpeg,colon_aca,colon,84,84
colonca3585,colonca3585.jpeg,colon_aca,colon,84,84
colonca4058,colonca4058.jpeg,colon_aca,colon,84,84
colonca4928,colonca4928.jpeg,colon_aca,colon,84,84
colonca4987,colonca4987.jpeg,colon_aca,colon,84,84
colonca757,colonca757.jpeg,colon_aca,colon,84,84
colonca804,colonca804.jpeg,colon_aca,colon,84,84
colonca864,colonca864.jpeg,colon_aca,colon,84,84
colonca1232,colonca1232.jpeg,colon_aca,colon,85,85
colonca1294,colonca1294.jpeg,colon_aca,colon,85,85
colonca1824,colonca1824.jpeg,colon_aca,colon,85,85
colonca2067,colonca2067.jpeg,colon_aca,colon,85,85
colonca2125,colonca2125.jpeg,colon_aca,colon,85,85
colonca2173,colonca2173.jpeg,colon_aca,colon,85,85
colonca2476,colonca2476.jpeg,colon_aca,colon,85,85
colonca2536,colonca2536.jpeg,colon_aca,colon,85,85
colonca3065,colonca3065.jpeg,colon_aca,colon,85,85
colonca3066,colonca3066.jpeg,colon_aca,colon,85,85
colonca3766,colonca3766.jpeg,colon_aca,colon,85,85
colonca3767,colonca3767.jpeg,colon_aca,colon,85,85
colonca4357,colonca4357.jpeg,colon_aca,colon,85,85
colonca4410,colonca4410.jpeg,colon_aca,colon,85,85
colonca4587,colonca4587.jpeg,colon_aca,colon,85,85
colonca4828,colonca4828.jpeg,colon_aca,colon,85,85
colonca4829,colonca4829.jpeg,colon_aca,colon,85,85
colonca4830,colonca4830.jpeg,colon_aca,colon,85,85
colonca4889,colonca4889.jpeg,colon_aca,colon,85,85
colonca4943,colonca4943.jpeg,colon_aca,colon,85,85
colonca991,colonca991.jpeg,colon_aca,colon,85,85
colonca1212,colonca1212.jpeg,colon_aca,colon,86,86
colonca1272,colonca1272.jpeg,colon_aca,colon,86,86
colonca1564,colonca1564.jpeg,colon_aca,colon,86,86
colonca1633,colonca1633.jpeg,colon_aca,colon,86,86
colonca1861,colonca1861.jpeg,colon_aca,colon,86,86
colonca197,colonca197.jpeg,colon_aca,colon,86,86
colonca2049,colonca2049.jpeg,colon_aca,colon,86,86
colonca2927,colonca2927.jpeg,colon_aca,colon,86,86
colonca30,colonca30.jpeg,colon_aca,colon,86,86
colonca3106,colonca3106.jpeg,colon_aca,colon,86,86
colonca3163,colonca3163.jpeg,colon_aca,colon,86,86
colonca326,colonca326.jpeg,colon_aca,colon,86,86
colonca3990,colonca3990.jpeg,colon_aca,colon,86,86
colonca4054,colonca4054.jpeg,colon_aca,colon,86,86
colonca4510,colonca4510.jpeg,colon_aca,colon,86,86
colonca4567,colonca4567.jpeg,colon_aca,colon,86,86
colonca4626,colonca4626.jpeg,colon_aca,colon,86,86
colonca619,colonca619.jpeg,colon_aca,colon,86,86
colonca1441,colonca1441.jpeg,colon_aca,colon,87,87
colonca1560,colonca1560.jpeg,colon_aca,colon,87,87
colonca1685,colonca1685.jpeg,colon_aca,colon,87,87
colonca2401,colonca2401.jpeg,colon_aca,colon,87,87
colonca2635,colonca2635.jpeg,colon_aca,colon,87,87
colonca2697,colonca2697.jpeg,colon_aca,colon,87,87
colonca2698,colonca2698.jpeg,colon_aca,colon,87,87
colonca2815,colonca2815.jpeg,colon_aca,colon,87,87
colonca2816,colonca2816.jpeg,colon_aca,colon,87,87
colonca3514,colonca3514.jpeg,colon_aca,colon,87,87
colonca3754,colonca3754.jpeg,colon_aca,colon,87,87
colonca385,colonca385.jpeg,colon_aca,colon,87,87
colonca4288,colonca4288.jpeg,colon_aca,colon,87,87
colonca4342,colonca4342.jpeg,colon_aca,colon,87,87
colonca4863,colonca4863.jpeg,colon_aca,colon,87,87
colonca4982,colonca4982.jpeg,colon_aca,colon,87,87
colonca561,colonca561.jpeg,colon_aca,colon,87,87
colonca1125,colonca1125.jpeg,colon_aca,colon,88,88
colonca1480,colonca1480.jpeg,colon_aca,colon,88,88
colonca1607,colonca1607.jpeg,colon_aca,colon,88,88
colonca1608,colonca1608.jpeg,colon_aca,colon,88,88
colonca1669,colonca1669.jpeg,colon_aca,colon,88,88
colonca1899,colonca1899.jpeg,colon_aca,colon,88,88
colonca2376,colonca2376.jpeg,colon_aca,colon,88,88
colonca2673,colonca2673.jpeg,colon_aca,colon,88,88
colonca2959,colonca2959.jpeg,colon_aca,colon,88,88
colonca300,colonca300.jpeg,colon_aca,colon,88,88
colonca3193,colonca3193.jpeg,colon_aca,colon,88,88
colonca3370,colonca3370.jpeg,colon_aca,colon,88,88
colonca363,colonca363.jpeg,colon_aca,colon,88,88
colonca364,colonca364.jpeg,colon_aca,colon,88,88
colonca4488,colonca4488.jpeg,colon_aca,colon,88,88
colonca4606,colonca4606.jpeg,colon_aca,colon,88,88
colonca4607,colonca4607.jpeg,colon_aca,colon,88,88
colonca4965,colonca4965.jpeg,colon_aca,colon,88,88
colonca600,colonca600.jpeg,colon_aca,colon,88,88
colonca653,colonca653.jpeg,colon_aca,colon,88,88
colonca718,colonca718.jpeg,colon_aca,colon,88,88
colonca719,colonca719.jpeg,colon_aca,colon,88,88
colonca1095,colonca1095.jpeg,colon_aca,colon,89,89
colonca1570,colonca1570.jpeg,colon_aca,colon,89,89
colonca1690,colonca1690.jpeg,colon_aca,colon,89,89
colonca1754,colonca1754.jpeg,colon_aca,colon,89,89
colonca1923,colonca1923.jpeg,colon_aca,colon,89,89
colonca1988,colonca1988.jpeg,colon_aca,colon,89,89
colonca262,colonca262.jpeg,colon_aca,colon,89,89
colonca2758,colonca2758.jpeg,colon_aca,colon,89,89
colonca3048,colonca3048.jpeg,colon_aca,colon,89,89
colonca3109,colonca3109.jpeg,colon_aca,colon,89,89
colonca3166,colonca3166.jpeg,colon_aca,colon,89,89
colonca3401,colonca3401.jpeg,colon_aca,colon,89,89
colonca3523,colonca3523.jpeg,colon_aca,colon,89,89
colonca3584,colonca3584.jpeg,colon_aca,colon,89,89
colonca3633,colonca3633.jpeg,colon_aca,colon,89,89
colonca3698,colonca3698.jpeg,colon_aca,colon,89,89
colonca4226,colonca4226.jpeg,colon_aca,colon,89,89
colonca4293,colonca4293.jpeg,colon_aca,colon,89,89
colonca4345,colonca4345.jpeg,colon_aca,colon,89,89
colonca564,colonca564.jpeg,colon_aca,colon,89,89
colonca863,colonca863.jpeg,colon_aca,colon,89,89
colonca112,colonca112.jpeg,colon_aca,colon,90,90
colonca113,colonca113.jpeg,colon_aca,colon,90,90
colonca1240,colonca1240.jpeg,colon_aca,colon,90,90
colonca1303,colonca1303.jpeg,colon_aca,colon,90,90
colonca1304,colonca1304.jpeg,colon_aca,colon,90,90
colonca1525,colonca1525.jpeg,colon_aca,colon,90,90
colonca1601,colonca1601.jpeg,colon_aca,colon,90,90
colonca1784,colonca1784.jpeg,colon_aca,colon,90,90
colonca2137,colonca2137.jpeg,colon_aca,colon,90,90
colonca2306,colonca2306.jpeg,colon_aca,colon,90,90
colonca2786,colonca2786.jpeg,colon_aca,colon,90,90
colonca291,colonca291.jpeg,colon_aca,colon,90,90
colonca3304,colonca3304.jpeg,colon_aca,colon,90,90
colonca3305,colonca3305.jpeg,colon_aca,colon,90,90
colonca3902,colonca3902.jpeg,colon_aca,colon,90,90
colonca411,colonca411.jpeg,colon_aca,colon,90,90
colonca4368,colonca4368.jpeg,colon_aca,colon,90,90
colonca4657,colonca4657.jpeg,colon_aca,colon,90,90
colonca4723,colonca4723.jpeg,colon_aca,colon,90,90
colonca4724,colonca4724.jpeg,colon_aca,colon,90,90
colonca4784,colonca4784.jpeg,colon_aca,colon,90,90
colonca4844,colonca4844.jpeg,colon_aca,colon,90,90
colonca4956,colonca4956.jpeg,colon_aca,colon,90,90
colonca592,colonca592.jpeg,colon_aca,colon,90,90
colonca1097,colonca1097.jpeg,colon_aca,colon,91,91
colonca1154,colonca1154.jpeg,colon_aca,colon,91,91
colonca1218,colonca1218.jpeg,colon_aca,colon,91,91
colonca1573,colonca1573.jpeg,colon_aca,colon,91,91
colonca2110,colonca2110.jpeg,colon_aca,colon,91,91
colonca2111,colonca2111.jpeg,colon_aca,colon,91,91
colonca2703,colonca2703.jpeg,colon_aca,colon,91,91
colonca2992,colonca2992.jpeg,colon_aca,colon,91,91
colonca3168,colonca3168.jpeg,colon_aca,colon,91,91
colonca331,colonca331.jpeg,colon_aca,colon,91,91
colonca3524,colonca3524.jpeg,colon_aca,colon,91,91
colonca3525,colonca3525.jpeg,colon_aca,colon,91,91
colonca3526,colonca3526.jpeg,colon_aca,colon,91,91
colonca3816,colonca3816.jpeg,colon_aca,colon,91,91
colonca3870,colonca3870.jpeg,colon_aca,colon,91,91
colonca4401,colonca4401.jpeg,colon_aca,colon,91,91
colonca4466,colonca4466.jpeg,colon_aca,colon,91,91
colonca4467,colonca4467.jpeg,colon_aca,colon,91,91
colonca4631,colonca4631.jpeg,colon_aca,colon,91,91
colonca4929,colonca4929.jpeg,colon_aca,colon,91,91
colonca806,colonca806.jpeg,colon_aca,colon,91,91
colonca918,colonca918.jpeg,colon_aca,colon,91,91
colonca976,colonca976.jpeg,colon_aca,colon,91,91
colonca1323,colonca1323.jpeg,colon_aca,colon,92,92
colonca138,colonca138.jpeg,colon_aca,colon,92,92
colonca1745,colonca1745.jpeg,colon_aca,colon,92,92
colonca2046,colonca2046.jpeg,colon_aca,colon,92,92
colonca2215,colonca2215.jpeg,colon_aca,colon,92,92
colonca2216,colonca2216.jpeg,colon_aca,colon,92,92
colonca2517,colonca2517.jpeg,colon_aca,colon,92,92
colonca26,colonca26.jpeg,colon_aca,colon,92,92
colonca2751,colonca2751.jpeg,colon_aca,colon,92,92
colonca2870,colonca2870.jpeg,colon_aca,colon,92,92
colonca2984,colonca2984.jpeg,colon_aca,colon,92,92
colonca3103,colonca3103.jpeg,colon_aca,colon,92,92
colonca319,colonca319.jpeg,colon_aca,colon,92,92
colonca3578,colonca3578.jpeg,colon_aca,colon,92,92
colonca3928,colonca3928.jpeg,colon_aca,colon,92,92
colonca3929,colonca3929.jpeg,colon_aca,colon,92,92
colonca3986,colonca3986.jpeg,colon_aca,colon,92,92
colonca4044,colonca4044.jpeg,colon_aca,colon,92,92
colonca4285,colonca4285.jpeg,colon_aca,colon,92,92
colonca4459,colonca4459.jpeg,colon_aca,colon,92,92
colonca4684,colonca4684.jpeg,colon_aca,colon,92,92
colonca4742,colonca4742.jpeg,colon_aca,colon,92,92
colonca4804,colonca4804.jpeg,colon_aca,colon,92,92
colonca492,colonca492.jpeg,colon_aca,colon,92,92
colonca744,colonca744.jpeg,colon_aca,colon,92,92
colonca856,colonca856.jpeg,colon_aca,colon,92,92
colonca86,colonca86.jpeg,colon_aca,colon,92,92
colonca87,colonca87.jpeg,colon_aca,colon,92,92
colonca107,colonca107.jpeg,colon_aca,colon,93,93
colonca1347,colonca1347.jpeg,colon_aca,colon,93,93
colonca1655,colonca1655.jpeg,colon_aca,colon,93,93
colonca2541,colonca2541.jpeg,colon_aca,colon,93,93
colonca3069,colonca3069.jpeg,colon_aca,colon,93,93
colonca3070,colonca3070.jpeg,colon_aca,colon,93,93
colonca3240,colonca3240.jpeg,colon_aca,colon,93,93
colonca3290,colonca3290.jpeg,colon_aca,colon,93,93
colonca3361,colonca3361.jpeg,colon_aca,colon,93,93
colonca3604,colonca3604.jpeg,colon_aca,colon,93,93
colonca3659,colonca3659.jpeg,colon_aca,colon,93,93
colonca3892,colonca3892.jpeg,colon_aca,colon,93,93
colonca405,colonca405.jpeg,colon_aca,colon,93,93
colonca406,colonca406.jpeg,colon_aca,colon,93,93
colonca4591,colonca4591.jpeg,colon_aca,colon,93,93
colonca4832,colonca4832.jpeg,colon_aca,colon,93,93
colonca581,colonca581.jpeg,colon_aca,colon,93,93
colonca635,colonca635.jpeg,colon_aca,colon,93,93
colonca768,colonca768.jpeg,colon_aca,colon,93,93
colonca824,colonca824.jpeg,colon_aca,colon,93,93
colonca1306,colonca1306.jpeg,colon_aca,colon,94,94
colonca1307,colonca1307.jpeg,colon_aca,colon,94,94
colonca1528,colonca1528.jpeg,colon_aca,colon,94,94
colonca170,colonca170.jpeg,colon_aca,colon,94,94
colonca1719,colonca1719.jpeg,colon_aca,colon,94,94
colonca1834,colonca1834.jpeg,colon_aca,colon,94,94
colonca2016,colonca2016.jpeg,colon_aca,colon,94,94
colonca2142,colonca2142.jpeg,colon_aca,colon,94,94
colonca2248,colonca2248.jpeg,colon_aca,colon,94,94
colonca2603,colonca2603.jpeg,colon_aca,colon,94,94
colonca2669,colonca2669.jpeg,colon_aca,colon,94,94
colonca2670,colonca2670.jpeg,colon_aca,colon,94,94
colonca2789,colonca2789.jpeg,colon_aca,colon,94,94
colonca3188,colonca3188.jpeg,colon_aca,colon,94,94
colonca3364,colonca3364.jpeg,colon_aca,colon,94,94
colonca3782,colonca3782.jpeg,colon_aca,colon,94,94
colonca3840,colonca3840.jpeg,colon_aca,colon,94,94
colonca3903,colonca3903.jpeg,colon_aca,colon,94,94
colonca413,colonca413.jpeg,colon_aca,colon,94,94
colonca4133,colonca4133.jpeg,colon_aca,colon,94,94
colonca4134,colonca4134.jpeg,colon_aca,colon,94,94
colonca4190,colonca4190.jpeg,colon_aca,colon,94,94
colonca4370,colonca4370.jpeg,colon_aca,colon,94,94
colonca4481,colonca4481.jpeg,colon_aca,colon,94,94
colonca4550,colonca4550.jpeg,colon_aca,colon,94,94
colonca4551,colonca4551.jpeg,colon_aca,colon,94,94
colonca535,colonca535.jpeg,colon_aca,colon,94,94
colonca596,colonca596.jpeg,colon_aca,colon,94,94
colonca133,colonca133.jpeg,colon_aca,colon,95,95
colonca1552,colonca1552.jpeg,colon_aca,colon,95,95
colonca2505,colonca2505.jpeg,colon_aca,colon,95,95
colonca2563,colonca2563.jpeg,colon_aca,colon,95,95
colonca2863,colonca2863.jpeg,colon_aca,colon,95,95
colonca2916,colonca2916.jpeg,colon_aca,colon,95,95
colonca3154,colonca3154.jpeg,colon_aca,colon,95,95
colonca3569,colonca3569.jpeg,colon_aca,colon,95,95
colonca3686,colonca3686.jpeg,colon_aca,colon,95,95
colonca3922,colonca3922.jpeg,colon_aca,colon,95,95
colonca3978,colonca3978.jpeg,colon_aca,colon,95,95
colonca3979,colonca3979.jpeg,colon_aca,colon,95,95
colonca4095,colonca4095.jpeg,colon_aca,colon,95,95
colonca4271,colonca4271.jpeg,colon_aca,colon,95,95
colonca667,colonca667.jpeg,colon_aca,colon,95,95
colonca668,colonca668.jpeg,colon_aca,colon,95,95
colonca735,colonca735.jpeg,colon_aca,colon,95,95
colonca736,colonca736.jpeg,colon_aca,colon,95,95
colonca796,colonca796.jpeg,colon_aca,colon,95,95
colonca906,colonca906.jpeg,colon_aca,colon,95,95
colonca1434,colonca1434.jpeg,colon_aca,colon,96,96
colonca1675,colonca1675.jpeg,colon_aca,colon,96,96
colonca1794,colonca1794.jpeg,colon_aca,colon,96,96
colonca2091,colonca2091.jpeg,colon_aca,colon,96,96
colonca2154,colonca2154.jpeg,colon_aca,colon,96,96
colonca2155,colonca2155.jpeg,colon_aca,colon,96,96
colonca2210,colonca2210.jpeg,colon_aca,colon,96,96
colonca2685,colonca2685.jpeg,colon_aca,colon,96,96
colonca2801,colonca2801.jpeg,colon_aca,colon,96,96
colonca2973,colonca2973.jpeg,colon_aca,colon,96,96
colonca3325,colonca3325.jpeg,colon_aca,colon,96,96
colonca3502,colonca3502.jpeg,colon_aca,colon,96,96
colonca4267,colonca4267.jpeg,colon_aca,colon,96,96
colonca4496,colonca4496.jpeg,colon_aca,colon,96,96
colonca4563,colonca4563.jpeg,colon_aca,colon,96,96
colonca4860,colonca4860.jpeg,colon_aca,colon,96,96
colonca4911,colonca4911.jpeg,colon_aca,colon,96,96
colonca71,colonca71.jpeg,colon_aca,colon,96,96
colonca902,colonca902.jpeg,colon_aca,colon,96,96
colonca903,colonca903.jpeg,colon_aca,colon,96,96
colonca1258,colonca1258.jpeg,colon_aca,colon,97,97
colonca1259,colonca1259.jpeg,colon_aca,colon,97,97
colonca129,colonca129.jpeg,colon_aca,colon,97,97
colonca1549,colonca1549.jpeg,colon_aca,colon,97,97
colonca1620,colonca1620.jpeg,colon_aca,colon,97,97
colonca186,colonca186.jpeg,colon_aca,colon,97,97
colonca1973,colonca1973.jpeg,colon_aca,colon,97,97
colonca1974,colonca1974.jpeg,colon_aca,colon,97,97
colonca1975,colonca1975.jpeg,colon_aca,colon,97,97
colonca2390,colonca2390.jpeg,colon_aca,colon,97,97
colonca2502,colonca2502.jpeg,colon_aca,colon,97,97
colonca2503,colonca2503.jpeg,colon_aca,colon,97,97
colonca2802,colonca2802.jpeg,colon_aca,colon,97,97
colonca2974,colonca2974.jpeg,colon_aca,colon,97,97
colonca3035,colonca3035.jpeg,colon_aca,colon,97,97
colonca3446,colonca3446.jpeg,colon_aca,colon,97,97
colonca3976,colonca3976.jpeg,colon_aca,colon,97,97
colonca4150,colonca4150.jpeg,colon_aca,colon,97,97
colonca427,colonca427.jpeg,colon_aca,colon,97,97
colonca4335,colonca4335.jpeg,colon_aca,colon,97,97
colonca550,colonca550.jpeg,colon_aca,colon,97,97
colonca551,colonca551.jpeg,colon_aca,colon,97,97
colonca608,colonca608.jpeg,colon_aca,colon,97,97
colonca794,colonca794.jpeg,colon_aca,colon,97,97
colonca795,colonca795.jpeg,colon_aca,colon,97,97
colonca1460,colonca1460.jpeg,colon_aca,colon,98,98
colonca1648,colonca1648.jpeg,colon_aca,colon,98,98
colonca1649,colonca1649.jpeg,colon_aca,colon,98,98
colonca1820,colonca1820.jpeg,colon_aca,colon,98,98
colonca1948,colonca1948.jpeg,colon_aca,colon,98,98
colonca215,colonca215.jpeg,colon_aca,colon,98,98
colonca2234,colonca2234.jpeg,colon_aca,colon,98,98
colonca2290,colonca2290.jpeg,colon_aca,colon,98,98
colonca2534,colonca2534.jpeg,colon_aca,colon,98,98
colonca280,colonca280.jpeg,colon_aca,colon,98,98
colonca2942,colonca2942.jpeg,colon_aca,colon,98,98
colonca3064,colonca3064.jpeg,colon_aca,colon,98,98
colonca3539,colonca3539.jpeg,colon_aca,colon,98,98
colonca3540,colonca3540.jpeg,colon_aca,colon,98,98
colonca4177,colonca4177.jpeg,colon_aca,colon,98,98
colonca4308,colonca4308.jpeg,colon_aca,colon,98,98
colonca4586,colonca4586.jpeg,colon_aca,colon,98,98
colonca4707,colonca4707.jpeg,colon_aca,colon,98,98
colonca4942,colonca4942.jpeg,colon_aca,colon,98,98
colonca519,colonca519.jpeg,colon_aca,colon,98,98
colonca632,colonca632.jpeg,colon_aca,colon,98,98
colonca697,colonca697.jpeg,colon_aca,colon,98,98
colonca872,colonca872.jpeg,colon_aca,colon,98,98
colonca1219,colonca1219.jpeg,colon_aca,colon,99,99
colonca1332,colonca1332.jpeg,colon_aca,colon,99,99
colonca1389,colonca1389.jpeg,colon_aca,colon,99,99
colonca1448,colonca1448.jpeg,colon_aca,colon,99,99
colonca1507,colonca1507.jpeg,colon_aca,colon,99,99
colonca1694,colonca1694.jpeg,colon_aca,colon,99,99
colonca1865,colonca1865.jpeg,colon_aca,colon,99,99
colonca1930,colonca1930.jpeg,colon_aca,colon,99,99
colonca263,colonca263.jpeg,colon_aca,colon,99,99
colonca264,colonca264.jpeg,colon_aca,colon,99,99
colonca2643,colonca2643.jpeg,colon_aca,colon,99,99
colonca2876,colonca2876.jpeg,colon_aca,colon,99,99
colonca2993,colonca2993.jpeg,colon_aca,colon,99,99
colonca3223,colonca3223.jpeg,colon_aca,colon,99,99
colonca332,colonca332.jpeg,colon_aca,colon,99,99
colonca3341,colonca3341.jpeg,colon_aca,colon,99,99
colonca3464,colonca3464.jpeg,colon_aca,colon,99,99
colonca3527,colonca3527.jpeg,colon_aca,colon,99,99
colonca3528,colonca3528.jpeg,colon_aca,colon,99,99
colonca3758,colonca3758.jpeg,colon_aca,colon,99,99
colonca3818,colonca3818.jpeg,colon_aca,colon,99,99
colonca4296,colonca4296.jpeg,colon_aca,colon,99,99
colonca4346,colonca4346.jpeg,colon_aca,colon,99,99
colonca439,colonca439.jpeg,colon_aca,colon,99,99
colonca4402,colonca4402.jpeg,colon_aca,colon,99,99
colonca566,colonca566.jpeg,colon_aca,colon,99,99
colonca622,colonca622.jpeg,colon_aca,colon,99,99
colonca865,colonca865.jpeg,colon_aca,colon,99,99
colonca1742,colonca1742.jpeg,colon_aca,colon,100,100
colonca1801,colonca1801.jpeg,colon_aca,colon,100,100
colonca2158,colonca2158.jpeg,colon_aca,colon,100,100
colonca2275,colonca2275.jpeg,colon_aca,colon,100,100
colonca23,colonca23.jpeg,colon_aca,colon,100,100
colonca2632,colonca2632.jpeg,colon_aca,colon,100,100
colonca2748,colonca2748.jpeg,colon_aca,colon,100,100
colonca2810,colonca2810.jpeg,colon_aca,colon,100,100
colonca3161,colonca3161.jpeg,colon_aca,colon,100,100
colonca3628,colonca3628.jpeg,colon_aca,colon,100,100
colonca3927,colonca3927.jpeg,colon_aca,colon,100,100
colonca3983,colonca3983.jpeg,colon_aca,colon,100,100
colonca4507,colonca4507.jpeg,colon_aca,colon,100,100
colonca4980,colonca4980.jpeg,colon_aca,colon,100,100
colonca674,colonca674.jpeg,colon_aca,colon,100,100
colonca675,colonca675.jpeg,colon_aca,colon,100,100
colonca1166,colonca1166.jpeg,colon_aca,colon,101,101
colonca1461,colonca1461.jpeg,colon_aca,colon,101,101
colonca1586,colonca1586.jpeg,colon_aca,colon,101,101
colonca1821,colonca1821.jpeg,colon_aca,colon,101,101
colonca1822,colonca1822.jpeg,colon_aca,colon,101,101
colonca1879,colonca1879.jpeg,colon_aca,colon,101,101
colonca216,colonca216.jpeg,colon_aca,colon,101,101
colonca2356,colonca2356.jpeg,colon_aca,colon,101,101
colonca3122,colonca3122.jpeg,colon_aca,colon,101,101
colonca3886,colonca3886.jpeg,colon_aca,colon,101,101
colonca4116,colonca4116.jpeg,colon_aca,colon,101,101
colonca4117,colonca4117.jpeg,colon_aca,colon,101,101
colonca4178,colonca4178.jpeg,colon_aca,colon,101,101
colonca4646,colonca4646.jpeg,colon_aca,colon,101,101
colonca4647,colonca4647.jpeg,colon_aca,colon,101,101
colonca4648,colonca4648.jpeg,colon_aca,colon,101,101
colonca4992,colonca4992.jpeg,colon_aca,colon,101,101
colonca520,colonca520.jpeg,colon_aca,colon,101,101
colonca990,colonca990.jpeg,colon_aca,colon,101,101
colonca1217,colonca1217.jpeg,colon_aca,colon,102,102
colonca1755,colonca1755.jpeg,colon_aca,colon,102,102
colonca1756,colonca1756.jpeg,colon_aca,colon,102,102
colonca203,colonca203.jpeg,colon_aca,colon,102,102
colonca2109,colonca2109.jpeg,colon_aca,colon,102,102
colonca2226,colonca2226.jpeg,colon_aca,colon,102,102
colonca2278,colonca2278.jpeg,colon_aca,colon,102,102
colonca2409,colonca2409.jpeg,colon_aca,colon,102,102
colonca2642,colonca2642.jpeg,colon_aca,colon,102,102
colonca2702,colonca2702.jpeg,colon_aca,colon,102,102
colonca2820,colonca2820.jpeg,colon_aca,colon,102,102
colonca2821,colonca2821.jpeg,colon_aca,colon,102,102
colonca3050,colonca3050.jpeg,colon_aca,colon,102,102
colonca330,colonca330.jpeg,colon_aca,colon,102,102
colonca3402,colonca3402.jpeg,colon_aca,colon,102,102
colonca437,colonca437.jpeg,colon_aca,colon,102,102
colonca4516,colonca4516.jpeg,colon_aca,colon,102,102
colonca4571,colonca4571.jpeg,colon_aca,colon,102,102
colonca4812,colonca4812.jpeg,colon_aca,colon,102,102
colonca119,colonca119.jpeg,colon_aca,colon,103,103
colonca1192,colonca1192.jpeg,colon_aca,colon,103,103
colonca1419,colonca1419.jpeg,colon_aca,colon,103,103
colonca175,colonca175.jpeg,colon_aca,colon,103,103
colonca176,colonca176.jpeg,colon_aca,colon,103,103
colonca2021,colonca2021.jpeg,colon_aca,colon,103,103
colonca2081,colonca2081.jpeg,colon_aca,colon,103,103
colonca2145,colonca2145.jpeg,colon_aca,colon,103,103
colonca2432,colonca2432.jpeg,colon_aca,colon,103,103
colonca2491,colonca2491.jpeg,colon_aca,colon,103,103
colonca2956,colonca2956.jpeg,colon_aca,colon,103,103
colonca3020,colonca3020.jpeg,colon_aca,colon,103,103
colonca3312,colonca3312.jpeg,colon_aca,colon,103,103
colonca4195,colonca4195.jpeg,colon_aca,colon,103,103
